"State","DATE","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX"
"AZ",2017-01-01,170700,368136,41357,993615,9214293,18377,4499757,1977249,15299010,4131621,NA
"AZ",2018-01-01,173274,373076,30716,1047254,9708694,24562,4918318,2020702,16310140,4545242,NA
"AZ",2019-01-01,190015,514264,39710,1091363,10443788,17252,5871515,2085528,18163903,5357251,NA
"AZ",2020-01-01,205639,523062,25105,1096339,10746188,12704,5053472,2031120,17640435,4530410,NA
"AZ",2021-01-01,206430,905953,28484,1266990,11200305,35610,7438706,2105939,20727013,6532753,NA
"AZ",2022-01-01,198323,1163469,20463,1254846,13543177,37355,8693348,2374074,24356760,7529879,NA
"CA",1942-01-01,NA,34389,92,14858,219356,577,63413,85035,335543,29024,NA
"CA",1943-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"CA",1944-01-01,NA,67671,122,15046,214426,553,115994,79393,385607,48323,NA
"CA",1945-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"CA",1946-01-01,NA,55783,381,18982,307695,590,100729,129002,480144,44946,NA
"CA",1947-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"CA",1948-01-01,NA,69181,456,42928,461981,568,118663,186532,703594,49482,NA
"CA",1949-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"CA",1950-01-01,NA,74546,390,48945,528751,930,135046,207191,811206,60500,NA
"CA",1951-01-01,10539,98428,429,57157,625444,943,173944,224326,958093,75516,NA
"CA",1952-01-01,10580,119386,416,71612,658424,671,210562,241930,1064990,91176,NA
"CA",1953-01-01,11722,119107,521,71785,739821,822,213431,278004,1141517,94324,NA
"CA",1954-01-01,12785,125841,545,79585,793686,956,222095,329953,1242401,96254,NA
"CA",1955-01-01,13919,133412,705,86820,846552,1168,239969,355560,1334391,106557,NA
"CA",1956-01-01,14872,157340,813,101510,968093,1131,285248,403217,1532872,127908,NA
"CA",1957-01-01,14809,167339,872,107653,1032935,1207,310678,429602,1637187,143339,NA
"CA",1958-01-01,15990,172119,1001,111581,1041523,1136,321266,437965,1673873,149147,NA
"CA",1959-01-01,16536,175405,1264,114286,1149744,1224,336085,515593,1812567,160680,NA
"CA",1960-01-01,19096,240064,1355,125459,1287861,1184,485861,572870,2124369,245797,NA
"CA",1961-01-01,19766,273361,1252,129421,1307169,1232,543014,592272,2243633,269653,NA
"CA",1962-01-01,21437,290797,1415,136300,1375108,1247,589698,619986,2369449,298901,NA
"CA",1963-01-01,24612,311275,1249,147874,1478626,1194,633196,665316,2559283,321921,NA
"CA",1964-01-01,26085,404757,1408,163328,1643008,1190,796610,760136,2930188,391853,NA
"CA",1965-01-01,28468,416447,1495,178713,1771401,1283,826933,827621,3132171,410486,NA
"CA",1966-01-01,31986,433825,1323,188688,1974070,1366,888138,874687,3437731,454313,NA
"CA",1967-01-01,26349,452574,1439,194267,1949955,1451,952044,888464,3485125,499470,NA
"CA",1968-01-01,36468,578812,1605,202339,2478603,1460,1530425,1087649,4664275,951613,NA
"CA",1969-01-01,40167,592493,2519,220832,2853843,1553,1679412,1169582,5243537,1086919,NA
"CA",1970-01-01,47875,587577,2621,233480,3008856,1632,1738181,1251921,5497548,1150604,NA
"CA",1971-01-01,44489,533121,2732,244015,3072951,1830,1799677,1274542,5675445,1266556,NA
"CA",1972-01-01,53643,661071,2100,264695,3362272,2262,2499574,1356172,6740222,1838503,NA
"CA",1973-01-01,51260,866347,2370,295692,3612309,2079,2752789,1423602,7323804,1886442,NA
"CA",1974-01-01,56700,1046031,2524,322532,4113822,2537,2849111,1443011,7971715,1803080,NA
"CA",1975-01-01,55797,1252633,2727,327747,4830845,3136,3709206,1450193,9564630,2456573,NA
"CA",1976-01-01,80054,1284068,2840,374705,5304824,2334,4241856,1561888,10761179,2957788,NA
"CA",1977-01-01,81643,1641595,3283,439446,6004651,1530,5262528,1690624,12589124,3620933,NA
"CA",1978-01-01,111947,2076270,4005,535708,6812096,31235,6708758,1825498,15017677,4632488,NA
"CA",1979-01-01,95444,2374712,4756,615679,7557166,48093,7132759,1897844,16351959,4758047,NA
"CA",1980-01-01,128761,2507183,4836,677238,8599792,25954,8970919,1904550,19366696,6463736,NA
"CA",1981-01-01,142715,2731111,6225,727867,9206628,21902,9320314,1944131,20504787,6589203,NA
"CA",1982-01-01,138989,2643946,5646,708395,9672042,27911,10111655,1951237,21818694,7467709,NA
"CA",1983-01-01,150105,2553948,6273,740021,9952672,28648,10203179,2186121,22259940,7649231,NA
"CA",1984-01-01,175789,3218856,7127,1041682,11077270,17475,12457311,2290244,25617718,9238455,NA
"CA",1985-01-01,222033,3658093,7248,1330250,12105062,19081,14420306,2422176,28952494,10762213,NA
"CA",1986-01-01,191645,3833261,7873,1533578,13023355,19195,15201320,2617463,30878427,11368059,NA
"CA",1987-01-01,265393,4758950,7799,1668447,13801149,22847,18633054,2866496,35849706,13874104,NA
"CA",1988-01-01,370620,4781873,8124,1880708,14542515,26145,17646164,3027249,36073563,12864291,NA
"CA",1989-01-01,433697,5062844,8001,2004209,16205198,29280,20878208,3472941,41213784,15815364,NA
"CA",1990-01-01,486570,4928377,46404,2123784,17269769,30854,21752733,3642996,43419164,16824356,NA
"CA",1991-01-01,594685,4440479,44987,2233393,18721452,35649,21257723,4381510,44874424,16817244,NA
"CA",1992-01-01,614857,4518418,50200,2946074,20713865,29309,21547993,4623892,47972949,17029575,NA
"CA",1993-01-01,693479,4727879,87804,2931667,21574684,35407,21927879,4903070,49418058,17200000,NA
"CA",1994-01-01,655188,4633449,96538,2999953,21465527,46373,22181212,4593867,49695396,17547763,NA
"CA",1995-01-01,1109449,5747929,19276,3176874,22620541,42242,24092271,4933279,53269075,18344342,NA
"CA",1996-01-01,1189820,5831072,23393,3375264,24092750,38184,26591457,5112526,57746664,20760385,NA
"CA",1997-01-01,1121598,5803652,40978,3611595,25222055,37416,29076523,5248446,61666886,23272871,NA
"CA",1998-01-01,1123735,5587671,43594,3870605,26511610,36247,33372078,5209750,67713433,27784407,NA
"CA",1999-01-01,1100559,5459199,32820,3842945,28319707,33742,36191555,5635450,72387698,30732356,NA
"CA",2000-01-01,1538293,6638762,37355,3330868,29620197,24697,46213411,6162812,83807959,39574649,NA
"CA",2001-01-01,1726659,6899302,45192,3321844,30750064,24636,51513599,6451772,90453746,44614297,NA
"CA",2002-01-01,3551204,5333036,47982,1951507,30702048,28569,38379701,6885642,77755376,33046665,NA
"CA",2003-01-01,2671360,6803559,52710,1909554,31914035,12485,39513320,7015010,79198255,32709761,NA
"CA",2004-01-01,3062827,6925916,70580,2079326,33984188,14471,43324899,7477277,85721483,36398983,NA
"CA",2005-01-01,3717038,8670065,63756,2164259,37673127,14251,51662072,7705991,98434685,42992007,NA
"CA",2006-01-01,4508702,10316467,61280,2260724,39942812,16048,61536290,7743012,111346857,51219823,NA
"CA",2007-01-01,3468911,11157898,64014,2304092,40503828,31526,64476185,7834653,114736981,53318287,NA
"CA",2008-01-01,3795476,11849097,61467,2279103,39807724,31599,67595067,7834850,117361976,55745970,NA
"CA",2009-01-01,4438221,9535679,59297,2335214,36381343,27105,53891638,7409041,101007459,44355959,NA
"CA",2010-01-01,4065097,9114589,52916,3353597,40933186,24409,54761025,7381087,107195465,45646436,NA
"CA",2011-01-01,4220434,9613594,52094,3207301,47616459,31879,60122035,14151285,119164086,50508441,NA
"CA",2012-01-01,4293352,7949000,53003,2079878,41341188,37112,62973435,10087559,115178568,55024435,NA
"CA",2013-01-01,4202960,7462000,59998,1982208,48074580,37732,74271000,14158695,133184246,66809000,NA
"CA",2014-01-01,4330853,8858498,59777,2176236,49944688,39445,76854157,12720611,138087357,67995659,NA
"CA",2015-01-01,4482852,9007182,66966,2315507,52412359,67500,86936733,13947655,151234534,77929551,NA
"CA",2016-01-01,5027281,9902185,75066,2513157,51602180,68500,90655530,12413173,155191714,80753345,NA
"CA",2017-01-01,4999288,10112520,74365,2681872,51360200,93928,94309271,12642497,159051926,84196751,NA
"CA",2018-01-01,4535825,12488304,80029,2837386,57345108,108912,107640534,17662374,178437038,95152230,NA
"CA",2019-01-01,4817776,13792519,80949,2977083,59632877,114081,113872440,18093378,187638267,100079921,NA
"CA",2020-01-01,5854119,9817957,84567,3063367,63554860,119680,94230200,19904627,172977355,84412243,NA
"CA",2021-01-01,4840571,26097277,87904,3151488,64367044,130748,172421856,19217894,252484345,146324579,NA
"CA",2022-01-01,4500750,46005502,91871,2986154,72026518,128600,192195516,19798483,280828418,146190014,NA
"CO",1942-01-01,NA,1218,104,5660,22188,28,4314,11911,38885,3096,NA
"CO",1943-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"CO",1944-01-01,NA,2319,103,5031,22969,33,6476,10455,41623,4157,NA
"CO",1945-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"CO",1946-01-01,NA,3301,105,4676,30231,32,6931,14649,51268,3630,NA
"CO",1947-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"CO",1948-01-01,NA,4620,199,5991,47887,24,11596,23103,76823,6976,NA
"CO",1949-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"CO",1950-01-01,NA,6003,206,6654,52816,16,17290,26915,89455,11287,NA
"CO",1951-01-01,1206,6535,210,6970,60190,18,18932,30127,100357,12397,NA
"CO",1952-01-01,1229,6121,245,7441,63173,56,20174,32187,106302,14053,NA
"CO",1953-01-01,1324,5515,246,7516,67841,62,19109,34129,111431,13594,NA
"CO",1954-01-01,1426,6153,302,7827,69302,104,19020,35447,113043,12867,NA
"CO",1955-01-01,1593,5677,363,8127,74630,5586,23769,37648,132682,18092,NA
"CO",1956-01-01,1743,6071,377,10774,81317,3406,26396,40845,144298,20325,NA
"CO",1957-01-01,2081,4399,447,12049,84883,3941,27587,42814,153255,23188,NA
"CO",1958-01-01,2118,11025,441,12449,87937,2735,35553,44341,165414,24528,NA
"CO",1959-01-01,2372,12226,565,12908,93321,1252,46962,47281,182754,34736,NA
"CO",1960-01-01,2846,10723,998,10646,100710,2811,45265,50505,192542,34542,NA
"CO",1961-01-01,2807,18555,935,9334,104978,1953,70621,52799,219835,52066,NA
"CO",1962-01-01,3437,20268,905,7233,112052,2477,77505,56566,234432,57237,NA
"CO",1963-01-01,3466,21036,926,6855,117126,1804,67486,59200,231934,46450,NA
"CO",1964-01-01,3403,24735,828,6674,122652,1467,77256,61928,247122,52521,NA
"CO",1965-01-01,3214,23929,933,6515,136558,1250,83875,73064,268175,59946,NA
"CO",1966-01-01,3813,24759,962,2562,184594,1027,95046,85859,325776,70287,NA
"CO",1967-01-01,3996,25799,991,1051,184374,1111,104187,85609,335715,78388,NA
"CO",1968-01-01,4425,26719,1057,1113,195341,967,117762,87868,361251,91043,NA
"CO",1969-01-01,4666,32000,1165,1458,217199,862,135474,94365,408092,103474,NA
"CO",1970-01-01,4835,33513,1352,1115,249389,1058,162610,111621,470060,129097,NA
"CO",1971-01-01,4986,28837,1542,2008,281451,567,172298,124578,513836,143461,NA
"CO",1972-01-01,6674,36463,1531,2328,322925,561,210732,135112,602183,174269,NA
"CO",1973-01-01,6424,38993,1744,2561,368259,833,224778,148541,666606,185785,NA
"CO",1974-01-01,7158,52745,1829,3181,407560,1108,303272,164090,797599,250527,NA
"CO",1975-01-01,7273,58115,1897,1697,441614,2361,338613,166643,866425,280498,NA
"CO",1976-01-01,9652,69597,2125,1665,479909,4375,389976,176204,964444,320379,NA
"CO",1977-01-01,11463,80575,2148,2438,550147,2320,419495,190577,1077285,338920,NA
"CO",1978-01-01,11887,86202,2368,2607,639068,1838,461543,214665,1212097,375341,NA
"CO",1979-01-01,10713,112292,2466,3858,732583,19803,569373,217419,1440844,457081,NA
"CO",1980-01-01,11083,110607,2747,3652,757961,31121,571932,220582,1490898,461325,NA
"CO",1981-01-01,13053,103465,2831,4525,750944,35879,541114,221063,1445777,437649,NA
"CO",1982-01-01,14605,91400,3329,4967,873367,49184,640344,260467,1690034,548944,NA
"CO",1983-01-01,15485,56184,2342,5272,885909,35902,711675,263361,1752071,655491,NA
"CO",1984-01-01,18961,87721,2278,5757,1104424,30009,851348,313042,2132825,763627,NA
"CO",1985-01-01,19869,101654,2436,8373,1081766,30401,1009273,319282,2287738,907619,NA
"CO",1986-01-01,23886,116937,2424,9052,1075062,22577,1072868,338413,2344375,955931,NA
"CO",1987-01-01,21656,124085,2495,7570,1200840,9694,1158761,482194,2545879,1034676,NA
"CO",1988-01-01,27826,146776,3428,6083,1214576,15330,1306699,490276,2725767,1159923,NA
"CO",1989-01-01,30807,171176,3460,8520,1241925,13787,1444030,490965,2903821,1272854,NA
"CO",1990-01-01,36780,123357,3937,7389,1336600,14402,1465052,511325,3069428,1341695,NA
"CO",1991-01-01,53717,114514,4000,7493,1366667,10460,1580799,522095,3213833,1466285,NA
"CO",1992-01-01,57863,123458,981,7382,1483720,16046,1735412,570121,3531698,1611954,NA
"CO",1993-01-01,54587,137748,1191,8618,1582428,22813,1902484,584395,3788634,1764736,NA
"CO",1994-01-01,61071,146042,3508,8597,1775608,15409,2071210,650343,4159089,1925168,NA
"CO",1995-01-01,59910,190026,4012,6614,1912593,24648,2291734,681845,4531366,2101708,NA
"CO",1996-01-01,40439,205700,3966,0,2043507,14839,2479885,722007,4820760,2274185,NA
"CO",1997-01-01,41225,224275,4370,0,2178700,30274,2784612,765797,5290131,2560337,NA
"CO",1998-01-01,40669,271143,4611,8138,2318437,32625,3152680,787605,5898349,2881537,NA
"CO",1999-01-01,42747,301043,4944,0,2521031,33980,3655916,817423,6568185,3354873,NA
"CO",2000-01-01,45183,334980,5445,0,2708987,31948,3971900,859682,7075047,3636920,NA
"CO",2001-01-01,46074,340039,5812,0,2887150,61917,4233434,916944,7566919,3893395,NA
"CO",2002-01-01,39122,205217,6838,0,2834580,57130,3680977,932608,6923171,3475760,NA
"CO",2003-01-01,42708,199853,9239,0,2793901,37245,3435649,960701,6636190,3235796,NA
"CO",2004-01-01,50297,239591,7232,0,2894035,115884,3653482,984789,7051457,3413891,NA
"CO",2005-01-01,42068,315834,4363,0,3057452,145114,4086570,1054386,7648456,3770736,NA
"CO",2006-01-01,37684,457673,2614,0,3253073,212753,4716617,1148024,8533541,4258944,NA
"CO",2007-01-01,35221,479445,8887,0,3450208,136888,5274868,1254015,9216983,4795423,NA
"CO",2008-01-01,33717,507986,13115,0,3519589,151474,5575967,1206858,9624636,5067981,NA
"CO",2009-01-01,33003,329545,14674,0,3299250,285015,4732991,1175579,8682822,4403446,NA
"CO",2010-01-01,42068,360003,13881,0,3504749,71436,4449951,1465335,8575262,4089948,NA
"CO",2011-01-01,41762,383513,16152,0,3797370,146690,4924099,1623488,9467684,4540586,NA
"CO",2012-01-01,38705,492224,15690,0,4090645,175090,5367851,1788312,10262977,4875627,NA
"CO",2013-01-01,39378,652180,13175,0,4289135,147732,6180665,1872404,11255253,5528485,NA
"CO",2014-01-01,44577,717506,17569,NA,4474294,245087,6375963,1858693,11755394,5658457,NA
"CO",2015-01-01,42881,669054,17400,NA,4744644,292683,7029683,1926871,12747749,6360629,NA
"CO",2016-01-01,39628,626109,19541,NA,4989402,84079,7111711,2149229,12887859,6485602,NA
"CO",2017-01-01,54671,528543,17638,NA,5277083,0,7320472,2298701,13345839,6791929,NA
"CO",2018-01-01,56774,782679,21265,NA,5712243,102722,8293045,2500334,14924842,7510366,NA
"CO",2019-01-01,50743,794659,22167,NA,5988535,217945,8966205,2613477,15869834,8171546,NA
"CO",2020-01-01,52221,696612,23474,NA,6011981,147878,8235796,2611871,15074484,7539184,NA
"CO",2021-01-01,53943,1278046,25975,NA,6572936,0,11524577,2912346,18817848,10246531,NA
"CO",2022-01-01,67582,1508480,24014,NA,7491009,306810,13194479,3204813,21711093,11685999,NA
"CT",1942-01-01,NA,10326,199,2100,29418,NA,10326,29418,58177,0,NA
"CT",1943-01-01,NA,0,0,0,0,NA,0,0,0,0,NA
"CT",1944-01-01,NA,12760,190,1684,26115,NA,12760,26115,55007,0,NA
"CT",1945-01-01,NA,0,0,0,0,NA,0,0,0,0,NA
"CT",1946-01-01,NA,8766,339,386,30111,NA,8766,30111,55783,0,NA
"CT",1947-01-01,NA,0,0,0,0,NA,0,0,0,0,NA
"CT",1948-01-01,NA,15200,352,348,72325,NA,15200,39997,107369,0,NA
"CT",1949-01-01,NA,0,0,0,0,NA,0,0,0,0,NA
"CT",1950-01-01,NA,12200,407,372,71496,NA,12200,47807,105636,0,NA
"CT",1951-01-01,1121,18646,332,388,81631,NA,18646,48319,123931,0,NA
"CT",1952-01-01,1060,22189,400,468,85919,NA,22189,50755,132118,0,NA
"CT",1953-01-01,1128,19858,427,472,91218,NA,19858,54120,138306,0,NA
"CT",1954-01-01,1433,25337,490,204,111118,NA,25337,57345,165302,0,NA
"CT",1955-01-01,1567,23190,511,12,118504,NA,23190,59127,173497,0,NA
"CT",1956-01-01,1877,28507,641,12,147085,NA,28507,76772,205616,0,NA
"CT",1957-01-01,1650,29765,568,13,160085,NA,29765,80887,227614,0,NA
"CT",1958-01-01,1651,30481,600,10,154046,NA,30481,80611,218786,0,NA
"CT",1959-01-01,1734,27469,656,13,154274,NA,27469,84124,218723,0,NA
"CT",1960-01-01,2143,30773,1208,12,165843,NA,30773,88550,238124,0,NA
"CT",1961-01-01,2252,30792,1351,13,171966,NA,30792,92404,251236,0,NA
"CT",1962-01-01,2469,38533,1400,9,227760,NA,38533,129925,314693,0,NA
"CT",1963-01-01,2380,47064,1261,10,230349,NA,47064,128488,336541,0,NA
"CT",1964-01-01,2584,51081,963,10,248420,NA,51081,136503,359381,0,NA
"CT",1965-01-01,2347,57339,1059,8,266420,NA,57339,143493,390545,0,NA
"CT",1966-01-01,2558,67959,1154,8,293357,NA,67959,156968,439948,0,NA
"CT",1967-01-01,3043,80071,638,0,311350,NA,80071,165714,468154,0,NA
"CT",1968-01-01,2993,79846,1382,0,340583,NA,79846,181757,499826,0,NA
"CT",1969-01-01,4240,86228,2310,0,367949,NA,86228,193808,541573,0,NA
"CT",1970-01-01,4519,119538,1309,0,516740,NA,124454,258081,741789,4916,NA
"CT",1971-01-01,4829,126796,562,0,552636,NA,137127,287419,795589,10331,NA
"CT",1972-01-01,9361,122948,678,0,688420,NA,183916,329790,988539,60968,NA
"CT",1973-01-01,8156,138556,702,0,819562,NA,189173,352734,1142579,50617,NA
"CT",1974-01-01,12533,139873,1054,0,806989,NA,158669,355798,1092900,18796,NA
"CT",1975-01-01,11920,140365,1024,0,785462,NA,153943,359580,1058848,13578,NA
"CT",1976-01-01,12102,143685,1123,0,933889,NA,194174,390991,1263832,50489,NA
"CT",1977-01-01,12895,201742,1107,0,1052935,NA,261075,469457,1457139,59333,NA
"CT",1978-01-01,14310,199569,1284,0,1120836,NA,275185,475562,1550424,75616,NA
"CT",1979-01-01,16538,231139,3053,12,1234841,NA,314626,498722,1718112,83487,NA
"CT",1980-01-01,17283,246139,3425,12,1326202,NA,347092,523252,1839678,100953,NA
"CT",1981-01-01,18564,248720,4412,12,1511012,NA,366506,594344,2071885,117786,NA
"CT",1982-01-01,19107,349283,4750,12,1650473,NA,487009,646309,2342572,137726,NA
"CT",1983-01-01,22055,357364,5331,11,1798600,NA,535899,694464,2537725,178535,NA
"CT",1984-01-01,29551,401801,5286,12,2118444,NA,680483,779334,3086003,278682,NA
"CT",1985-01-01,28929,489507,6405,12,2379145,NA,781147,840603,3529194,291640,NA
"CT",1986-01-01,30390,616824,8242,12,2491269,NA,917511,866331,3836804,300687,NA
"CT",1987-01-01,27842,630687,9027,12,2692385,NA,1076006,869360,4280758,445319,NA
"CT",1988-01-01,31059,601212,6784,12,2918643,NA,953243,934666,4373471,352031,NA
"CT",1989-01-01,34422,799953,7086,12,3057099,NA,1250690,989419,4808456,450737,NA
"CT",1990-01-01,62794,679726,10386,12,3474743,NA,1290164,1031345,5268014,610438,NA
"CT",1991-01-01,55746,515879,10122,12,3407057,NA,990488,968404,4983328,474609,NA
"CT",1992-01-01,63880,593720,9829,12,3073355,NA,2459431,983212,6059339,1865711,NA
"CT",1993-01-01,68409,713381,11550,12,3096872,NA,2967332,1040653,6674848,2253951,NA
"CT",1994-01-01,66379,701942,10988,15,3313600,NA,2938667,1129511,6838725,2236725,NA
"CT",1995-01-01,66578,698918,9611,12,3708795,NA,3173273,1340795,7474119,2474355,NA
"CT",1996-01-01,73144,641389,11589,38,3932290,NA,3255870,1487394,7830171,2614481,NA
"CT",1997-01-01,78260,567955,11343,12,4581586,NA,3547751,1731523,8773258,2979796,NA
"CT",1998-01-01,83576,534939,11201,13,4720531,NA,3940855,1688832,9393604,3405916,NA
"CT",1999-01-01,78425,474512,12500,0,4821493,NA,4084107,1603431,9623591,3609595,NA
"CT",2000-01-01,75188,426617,13433,0,5054024,NA,4400238,1634085,10171242,3973621,NA
"CT",2001-01-01,78870,387812,12710,0,4555430,NA,4617427,1396390,9895673,4229615,NA
"CT",2002-01-01,100361,149454,17006,0,4516123,NA,3834698,1472152,9032787,3685244,NA
"CT",2003-01-01,103821,344684,16491,0,4790870,NA,3984046,1725384,9508645,3639362,NA
"CT",2004-01-01,118424,379822,15747,0,4900376,NA,4699368,1773155,10291289,4319546,NA
"CT",2005-01-01,93905,574984,16917,0,5128163,NA,5608426,1860437,11584728,5033442,NA
"CT",2006-01-01,72060,634990,17689,0,4970456,NA,6412626,1929773,12131894,5777636,NA
"CT",2007-01-01,87471,894317,17800,0,5316797,NA,7229395,2286444,13271789,6335078,NA
"CT",2008-01-01,79686,604413,17399,0,5812903,NA,7456350,2267169,13946399,6851937,NA
"CT",2009-01-01,94568,444061,16731,0,5425933,NA,6053331,2135883,12160036,5609270,NA
"CT",2010-01-01,148558,507752,23901,0,5368695,NA,6276598,2223116,12344106,5768846,NA
"CT",2011-01-01,161062,681415,28614,0,5650513,NA,7150661,2374389,13540174,6469246,NA
"CT",2012-01-01,118782,625320,27947,0,6757964,NA,7996509,2999083,15480865,7371189,NA
"CT",2013-01-01,155506,568632,27828,0,6608072,NA,8380581,2769687,15993624,7811949,NA
"CT",2014-01-01,132703,627358,27828,NA,6782404,NA,8399960,2801042,15937742,7772602,NA
"CT",2015-01-01,135825,650014,27828,NA,6554350,NA,8832085,2471563,16184490,8182071,NA
"CT",2016-01-01,133427,765492,28878,NA,6518905,NA,8322645,2766112,15659420,7557153,NA
"CT",2017-01-01,111366,897247,29791,NA,6991466,NA,8856739,2754847,16686545,7959492,NA
"CT",2018-01-01,58896,770941,30705,NA,7556076,NA,10495390,3185327,18831458,9724449,NA
"CT",2019-01-01,77540,2065833,31621,NA,7787888,NA,10511616,3198853,19131944,8445783,NA
"CT",2020-01-01,56326,2062263,32538,NA,7468451,NA,10239719,2886836,18400534,8177456,NA
"CT",2021-01-01,59187,2607064,33456,NA,8148270,NA,12866247,2895587,22066648,10259183,NA
"CT",2022-01-01,33872,3487484,36591,NA,8198701,NA,13348748,3005288,22477477,9861264,NA
"DE",1942-01-01,NA,0,3166,NA,4069,NA,1515,4069,10899,1515,NA
"DE",1943-01-01,NA,0,0,NA,0,NA,0,0,0,0,NA
"DE",1944-01-01,NA,0,3162,NA,5952,NA,1108,3404,12607,1108,NA
"DE",1945-01-01,NA,0,0,NA,0,NA,0,0,0,0,NA
"DE",1946-01-01,NA,0,3354,NA,4860,NA,1464,4712,15175,1464,NA
"DE",1947-01-01,NA,0,0,NA,0,NA,0,0,0,0,NA
"DE",1948-01-01,NA,0,4054,NA,5379,NA,1886,5314,14919,1886,NA
"DE",1949-01-01,NA,0,0,NA,0,NA,0,0,0,0,NA
"DE",1950-01-01,NA,0,4293,NA,7974,NA,7398,7961,25775,7398,NA
"DE",1951-01-01,797,0,4430,NA,8574,NA,9087,8564,28485,9087,NA
"DE",1952-01-01,817,0,5399,NA,9150,NA,4607,9148,24071,4607,NA
"DE",1953-01-01,1043,0,6062,NA,9972,NA,3077,9971,25573,3077,NA
"DE",1954-01-01,1165,0,6011,NA,11548,NA,10945,11548,41985,10945,NA
"DE",1955-01-01,1323,0,6821,NA,12319,NA,12551,12319,40820,12551,NA
"DE",1956-01-01,1317,0,7263,NA,13500,NA,15420,13500,48735,15420,NA
"DE",1957-01-01,1104,0,8006,NA,13989,NA,14471,13989,44698,14471,NA
"DE",1958-01-01,1497,2348,8600,NA,14602,NA,21286,14602,53679,18938,NA
"DE",1959-01-01,1571,5163,9754,NA,16553,NA,32213,16553,67860,27050,NA
"DE",1960-01-01,1735,7478,9684,NA,17585,NA,33871,17585,70776,26393,NA
"DE",1961-01-01,1922,6741,12621,NA,18801,NA,34191,18801,76972,27450,NA
"DE",1962-01-01,1653,7295,13579,NA,21580,NA,41919,21580,87918,34624,NA
"DE",1963-01-01,1821,8890,13977,NA,24457,NA,45531,24457,97724,36641,NA
"DE",1964-01-01,3020,9997,15635,NA,23489,NA,45351,23489,100553,35354,NA
"DE",1965-01-01,2366,10185,15790,NA,26086,NA,52368,26086,120946,42183,NA
"DE",1966-01-01,2410,12991,14091,NA,32503,NA,62925,32503,129601,49934,NA
"DE",1967-01-01,3856,12723,17615,NA,33197,NA,67019,33197,140125,54296,NA
"DE",1968-01-01,4052,11578,21414,NA,34829,NA,66132,34829,144789,54554,NA
"DE",1969-01-01,3200,15079,20572,NA,36694,NA,76499,36694,156999,61420,NA
"DE",1970-01-01,7504,13446,43924,NA,42798,NA,81932,42798,195648,68486,NA
"DE",1971-01-01,9142,12383,55212,NA,45395,NA,91827,45395,222180,79444,NA
"DE",1972-01-01,11908,17518,49129,NA,60534,NA,108206,60534,256733,90688,NA
"DE",1973-01-01,12938,18585,50777,NA,62434,NA,108238,62434,265438,89653,NA
"DE",1974-01-01,16875,23467,57073,NA,70259,NA,131955,70259,308133,108488,NA
"DE",1975-01-01,18505,17545,55030,NA,71626,NA,155143,71626,336393,137598,NA
"DE",1976-01-01,23571,22861,67887,NA,68191,NA,164348,68191,358581,141487,NA
"DE",1977-01-01,27153,29036,57949,NA,68974,NA,197036,68974,390882,168000,NA
"DE",1978-01-01,37612,41900,60509,NA,78187,NA,231985,78187,449774,190085,NA
"DE",1979-01-01,43552,50091,63046,NA,73931,NA,265938,73931,491906,215847,NA
"DE",1980-01-01,49667,40553,66738,NA,74169,NA,276316,74169,515715,235763,NA
"DE",1981-01-01,56429,32914,70942,NA,79424,NA,294830,79424,550943,261916,NA
"DE",1982-01-01,60982,36138,76591,NA,86910,NA,322207,86910,594816,286069,NA
"DE",1983-01-01,63787,29790,80031,NA,90052,NA,343776,90052,639271,313986,NA
"DE",1984-01-01,70468,44857,92270,NA,93247,NA,388308,93247,712596,343451,NA
"DE",1985-01-01,77950,82480,121502,NA,91078,NA,448069,91078,818579,365589,NA
"DE",1986-01-01,85361,81065,131597,NA,134188,NA,411021,134188,850254,329956,NA
"DE",1987-01-01,93454,105097,151451,NA,138037,NA,472749,138037,952009,367652,NA
"DE",1988-01-01,95025,119323,180583,NA,144836,NA,497105,144836,996355,377782,NA
"DE",1989-01-01,103515,155400,195862,NA,158817,NA,582796,158817,1130196,427396,NA
"DE",1990-01-01,107293,117802,200201,NA,158712,NA,574113,158712,1129551,456311,NA
"DE",1991-01-01,126368,122457,203868,NA,170477,NA,584180,170477,1165492,461723,NA
"DE",1992-01-01,127337,128737,297004,NA,195341,NA,626326,195341,1341005,497589,NA
"DE",1993-01-01,128291,113748,284839,NA,198118,NA,626886,198118,1339527,513138,NA
"DE",1994-01-01,136492,155070,307008,NA,211112,NA,701926,211112,1444083,546856,NA
"DE",1995-01-01,151034,193649,332004,NA,245813,NA,756020,245813,1594818,562371,NA
"DE",1996-01-01,144764,166021,350035,NA,244842,NA,797619,244842,1683861,631598,NA
